seed,trial,num_vehicles,num_requests,real_quantum_hardware,request_id,served,slack,detour_factor
202043,2,20,20,0,4,1,2721.0,2.8409210280489137
202043,2,20,20,0,5,1,2340.0,2.4192143837817954
202043,2,20,20,0,6,1,2652.0,2.4192143837817954
202043,2,20,20,0,7,1,3734.0,1.3310668602135378
202043,2,20,20,0,8,1,2775.0,0.9552940451407913
202043,2,20,20,0,9,1,4329.0,1.6848299551001746
202043,2,20,20,0,10,1,1706.0,1.1069930584512744
202043,2,20,20,0,11,1,2951.0,1.1424464310154325
202043,2,20,20,0,12,1,1663.0,1.8613457478897844
202043,2,20,20,0,13,1,1340.0,1.3310668602135378
202043,2,20,20,0,14,1,3106.0,2.592762139600819
202043,2,20,20,0,15,1,2050.0,2.8409210280489137
202043,2,20,20,0,16,1,1731.0,1.8613457478897844
202043,2,20,20,0,17,1,3621.0,1.57720898795306
202043,2,20,20,0,18,1,2451.0,2.592762139600819
202043,2,20,20,0,19,0,3170.0,
202043,2,20,20,0,20,1,4436.0,1.57720898795306
202044,3,20,20,0,1,1,1428.0,1.3660060891733754
202044,3,20,20,0,2,1,2755.0,1.7944498409531644
202044,3,20,20,0,3,1,1272.0,1.1481236872909582
202044,3,20,20,0,4,1,3337.0,1.3924372622836834
202044,3,20,20,0,5,1,3634.0,1.6547894231366151
202044,3,20,20,0,6,1,3665.0,1.3924372622836834
202044,3,20,20,0,7,1,4195.0,2.2421939350450506
202044,3,20,20,0,8,1,2900.0,1.3660060891733754
